Auton_community,Name_organ,Num_empl,Sector_organ,TCO2,Type_organ,Unnamed: 0,Year
"Madrid, Comunidad de","GRÁFICAS NETOR, S.L.",14.0,C. Industria manufacturera,26.0,Pequeña,3422.0,2020.0
Cantabria,"ALBAST, S.L.",3.0,F. Construcción,28.0,Micro,3423.0,2020.0
Cantabria,"CONSTRUCTORA OBRAS PÚBLICAS SAN EMETERIO, S.A.",225.0,F. Construcción,2198.0,Mediana,3424.0,2018.0
Andalucía,"EQUIPO FUNÁMBULA, S.L.L.",1.0,S. Otros servicios,1.0,Micro,3425.0,2020.0
"Balears, Illes","C.M. SALVI, S.L.",77.0,C. Industria manufacturera,53.0,Mediana,3426.0,2018.0
"Balears, Illes","C.M. SALVI, S.L.",81.0,C. Industria manufacturera,68.0,Mediana,3427.0,2019.0
"Balears, Illes","C.M. SALVI, S.L.",85.0,C. Industria manufacturera,59.0,Mediana,3428.0,2020.0
Andalucía,REYVARSUR,27.0,C. Industria manufacturera,81.0,Pequeña,3429.0,2020.0
País Vasco,"GARBIALDI, S.A.",4051.0,N. Actividades administrativas y servicios auxiliares,868.0,Gran empresa,3430.0,2020.0
"Asturias, Principado de","INDUSTRIAS LÁCTEAS MONTEVERDE, S.A.",167.0,C. Industria manufacturera,335.0,Mediana,3431.0,2020.0
Comunitat Valenciana,APARTAHOTEL ALBUFERA,24.0,I. Hostelería,111.0,Pequeña,3432.0,2020.0
"Madrid, Comunidad de",ALTEN,1503.0,J. Información y comunicaciones,365.0,Gran empresa,3433.0,2020.0
Comunitat Valenciana,"AGFRA, S.L.",81.0,C. Industria manufacturera,55.0,Mediana,3434.0,2020.0
Comunitat Valenciana,"ILUMINACIONES GRANJA, S.L. ",32.0,F. Construcción,93.0,Pequeña,3435.0,2020.0
"Madrid, Comunidad de","PROFESIONALES DE LA MEDICINA Y DE LA EMPRESA, S.A.",9479.0,Q. Actividades sanitarias y de servicios sociales,6007.0,Gran empresa,3436.0,2020.0
Comunitat Valenciana,"SULO IBÉRICA, S.A.",211.0,C. Industria manufacturera,1030.0,Mediana,3437.0,2020.0
"Madrid, Comunidad de","ALQUIBER QUALITY, S.A.",218.0,N. Actividades administrativas y servicios auxiliares,513.0,Mediana,3438.0,2020.0
"Rioja, La","GARNICA PLYWOOD FUENMAYOR, S.L.U.",200.0,C. Industria manufacturera,1477.0,Mediana,3439.0,2020.0
Castilla y León,"GAMBASTAR, S.L.",3539.0,C. Industria manufacturera,1651.0,Gran empresa,3440.0,2020.0
Comunitat Valenciana,"PANESPOL SYSTEMS ALCOY, S.L.",40.0,C. Industria manufacturera,180.0,Pequeña,3441.0,2019.0
Comunitat Valenciana,"PANESPOL SYSTEMS ALCOY, S.L.",33.0,C. Industria manufacturera,123.0,Pequeña,3442.0,2020.0
Cataluña,FUNDACIÓN PUEBLO PARA PUEBLO,864.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",298.0,Gran empresa,3443.0,2020.0
Cataluña,"CONSTRUCCIONES RUBAU, S.A.",614.0,F. Construcción,365.0,Gran empresa,3444.0,2020.0
"Madrid, Comunidad de","ITWISE TECHNOLOGY SERVICES, S.L.",27.0,"M. Actividades profesionales, científicas y técnicas",14.0,Pequeña,3445.0,2020.0
Comunitat Valenciana,"VIGIPROT, S.L.",15.0,N. Actividades administrativas y servicios auxiliares,9.0,Pequeña,3446.0,2020.0
Cataluña,FUNDACIÓ PRIVADA ILERSIS,146.0,C. Industria manufacturera,281.0,Mediana,3447.0,2019.0
País Vasco,"SAITEC, S.A.",47.0,"M. Actividades profesionales, científicas y técnicas",301.0,Pequeña,3448.0,2019.0
País Vasco,"SAITEC, S.A.",46.0,"M. Actividades profesionales, científicas y técnicas",304.0,Pequeña,3449.0,2020.0
Castilla - La Mancha,"CAMACHO RECYCLING, S.L.U.",163.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2912.0,Mediana,3450.0,2020.0
Cataluña,NECHI GROUP,29.0,"M. Actividades profesionales, científicas y técnicas",14.0,Pequeña,3451.0,2020.0
"Madrid, Comunidad de","TAISA SYVALUE, S.L",55.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,34.0,Mediana,3452.0,2020.0
"Balears, Illes","PALMER 1956, S.L.U.",30.0,J. Información y comunicaciones,27.0,Pequeña,3453.0,2019.0
"Madrid, Comunidad de","EXPERIENCE INGENIERÍA Y SERVICIOS, S.L.",2.0,"M. Actividades profesionales, científicas y técnicas",3.0,Micro,3454.0,2020.0
Comunitat Valenciana,"QUIMICAS TJ, S.L.",40.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,69.0,Pequeña,3455.0,2020.0
Galicia,VIÑA MEIN,32.0,"A. Agricultura, ganadería, silvicultura y pesca",150.0,Pequeña,3456.0,2020.0
Castilla y León,HOYADA DE LOS LOBOS,32.0,"A. Agricultura, ganadería, silvicultura y pesca",134.0,Pequeña,3457.0,2020.0
Castilla y León,OSSIAN VIDES Y VINOS,39.0,"A. Agricultura, ganadería, silvicultura y pesca",340.0,Pequeña,3458.0,2020.0
Andalucía,"CEMPAL LOGÍSTICA, S.L.",20.0,H. Transporte y almacenamiento,243.0,Pequeña,3459.0,2020.0
"Balears, Illes",INGENER,75.0,F. Construcción,66.0,Mediana,3460.0,2020.0
"Balears, Illes","TRES GLOPS, S.L.",19.0,C. Industria manufacturera,40.0,Pequeña,3461.0,2019.0
"Balears, Illes",CASA GAILLARD,21.0,C. Industria manufacturera,43.0,Pequeña,3462.0,2019.0
"Balears, Illes","LICORS MOYÀ 1890, S.L.",142.0,C. Industria manufacturera,199.0,Mediana,3463.0,2019.0
"Balears, Illes",PROCAM,43.0,C. Industria manufacturera,724.0,Pequeña,3464.0,2019.0
"Balears, Illes","BIOMASSES BALEARS PER ENERGIA, S.L.",24.0,C. Industria manufacturera,57.0,Pequeña,3465.0,2019.0
"Balears, Illes","TALLERS C'AN ANDREU 2011, S.L.",16.0,C. Industria manufacturera,27.0,Pequeña,3466.0,2019.0
Cataluña,"AGUAS MINERALES SAN NARCISO, S.L.",41.0,C. Industria manufacturera,257.0,Pequeña,3467.0,2020.0
Andalucía,"MERCACÓRDOBA, S.A.",42.0,"M. Actividades profesionales, científicas y técnicas",115.0,Pequeña,3468.0,2019.0
Andalucía,"MERCACÓRDOBA, S.A.",47.0,"M. Actividades profesionales, científicas y técnicas",289.0,Pequeña,3469.0,2020.0
País Vasco,"CONSTRUCCIONES PROMOELKA, S.L.",16.0,F. Construcción,28.0,Pequeña,3470.0,2020.0
"Rioja, La",LA RUECA VOLADORA,10.0,C. Industria manufacturera,1.0,Pequeña,3471.0,2020.0
"Balears, Illes","PUNICAUTO, S.L.U.",97.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,65.0,Mediana,3472.0,2020.0
Comunitat Valenciana,"TIZOR HORMIGONES Y ASFALTOS, S.L.",47.0,C. Industria manufacturera,1616.0,Pequeña,3473.0,2020.0
Comunitat Valenciana,"SB LAW FIRM, S.L.P.U.",9.0,"M. Actividades profesionales, científicas y técnicas",30.0,Micro,3474.0,2020.0
"Balears, Illes",ROYAL SON BOU FAMILY CLUB,114.0,I. Hostelería,328.0,Mediana,3475.0,2020.0
Aragón,"ARAGONESA DE GESTIÓN DE RESIDUOS, S.A.",15.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",60.0,Pequeña,3476.0,2020.0
Comunitat Valenciana,"PORCELANOSA, S.A.",8717.0,C. Industria manufacturera,52091.0,Gran empresa,3477.0,2020.0
País Vasco,"LOGIFUEL, S.L.",9.0,H. Transporte y almacenamiento,1061.0,Micro,3478.0,2020.0
Comunitat Valenciana,CLUB NÁUTICO OROPESA DEL MAR,61.0,"R. Actividades artísticas, recreativas y de entretenimiento",88.0,Mediana,3479.0,2020.0
"Madrid, Comunidad de","TEAM SERVICE, S.L.",399.0,N. Actividades administrativas y servicios auxiliares,22.0,Gran empresa,3480.0,2020.0
Comunitat Valenciana,"COCALNI, COOP. V.",1680.0,"A. Agricultura, ganadería, silvicultura y pesca",402.0,Gran empresa,3481.0,2020.0
Comunitat Valenciana,"ENDEMIC BIOTECH, S.L.",6.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,12.0,Micro,3482.0,2020.0
País Vasco,"BYCAM, SERVICIOS, EDIFICIOS, INFRAESTRUCTURAS, S.A.",658.0,F. Construcción,319.0,Gran empresa,3483.0,2020.0
Andalucía,"AZ SERVICIOS URBANOS Y MEDIOAMBIENTE, S.L.U.",45.0,N. Actividades administrativas y servicios auxiliares,935.0,Pequeña,3484.0,2020.0
Andalucía,"AZVI, S.A.U.",4876.0,F. Construcción,24471.0,Gran empresa,3485.0,2020.0
Andalucía,"COINTER CONCESIONES, S.L.",101.0,N. Actividades administrativas y servicios auxiliares,33.0,Mediana,3486.0,2020.0
Andalucía,"ISPALVÍA, S.L.U.",27.0,F. Construcción,66.0,Pequeña,3487.0,2020.0
Andalucía,"MANFEVÍAS, S.L.U.",16.0,C. Industria manufacturera,22.0,Pequeña,3488.0,2020.0
Andalucía,"TRACCIÓN RAIL, S.A.U.",44.0,H. Transporte y almacenamiento,2525.0,Pequeña,3489.0,2020.0
"Balears, Illes","TAYLOR WIMPEY DE ESPAÑA, S.A.",945.0,F. Construcción,272.0,Gran empresa,3490.0,2019.0
"Balears, Illes","TAYLOR WIMPEY DE ESPAÑA, S.A.",862.0,F. Construcción,149.0,Gran empresa,3491.0,2020.0
Comunitat Valenciana,"GINSSA GESTIÓN INDUSTRIAL DE SERVICIOS, S.A.",117.0,N. Actividades administrativas y servicios auxiliares,60.0,Mediana,3492.0,2020.0
"Madrid, Comunidad de","INGENIERÍA Y DISEÑOS TECNICOS, S.A.",214.0,N. Actividades administrativas y servicios auxiliares,407.0,Mediana,3493.0,2020.0
Comunitat Valenciana,"CALZADOS DESERET, S.L.",26.0,C. Industria manufacturera,72.0,Pequeña,3494.0,2020.0
"Madrid, Comunidad de",FUNDACIÓN CAPACIS,10.0,P. Educación,5.0,Pequeña,3495.0,2020.0
"Madrid, Comunidad de","TRAUXIA, S.A.",31.0,F. Construcción,99.0,Pequeña,3496.0,2020.0
"Madrid, Comunidad de","AGORA INGENIERÍA, SERVICIOS Y PREVENCIÓN, S.L. ",39.0,"M. Actividades profesionales, científicas y técnicas",44.0,Pequeña,3497.0,2020.0
"Madrid, Comunidad de","EDHINOR, S.A.",94.0,F. Construcción,99.0,Mediana,3498.0,2020.0
Cataluña,"PMC Grup 1985, S.A.",173.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,210.0,Mediana,3499.0,2020.0
Cataluña,"EDIBEL CAPITAL ENERGY, S.L.",31.0,K. Actividades financieras y de seguros,8.0,Pequeña,3500.0,2020.0
Cantabria,"FLUIDOS Y MECÁNICAS CANTABRIA, S.L.",83.0,C. Industria manufacturera,61.0,Mediana,3501.0,2020.0
Castilla - La Mancha,"IDEAS MEDIOAMBIENTALES, S.L.",44.0,"M. Actividades profesionales, científicas y técnicas",115.0,Pequeña,3502.0,2020.0
"Balears, Illes",CLUB DE MAR-MALLORCA,210.0,"R. Actividades artísticas, recreativas y de entretenimiento",1852.0,Mediana,3503.0,2019.0
"Balears, Illes",CLUB DE MAR-MALLORCA,173.0,"R. Actividades artísticas, recreativas y de entretenimiento",1322.0,Mediana,3504.0,2020.0
Castilla y León,"CALIDAD PASCUAL, S.A.U.",9992.0,C. Industria manufacturera,134105.0,Gran empresa,3505.0,2020.0
Comunitat Valenciana,"DOCKS LOGISTICS SPAIN, S.A.",153.0,H. Transporte y almacenamiento,5049.0,Mediana,3506.0,2020.0
"Madrid, Comunidad de","LOXAM HUNE (HUNE RENTAL, S.L.UNIPERSONAL)",9295.0,N. Actividades administrativas y servicios auxiliares,21978.0,Gran empresa,3507.0,2020.0
"Rioja, La","INYECTADOS Y VULCANIZADOS, S.A.",88.0,C. Industria manufacturera,65.0,Mediana,3508.0,2020.0
Comunitat Valenciana,"COVER VERIFICACIONES ELÉCTRICAS, S.A.U.",182.0,F. Construcción,463.0,Mediana,3509.0,2020.0
"Madrid, Comunidad de","CASTELLANA GOLF, S.L.",58.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,15.0,Mediana,3510.0,2020.0
"Madrid, Comunidad de","CANON ESPAÑA, S.A.U.",6552.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,1713.0,Gran empresa,3511.0,2017.0
"Madrid, Comunidad de","CANON ESPAÑA, S.A.U.",7067.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,1773.0,Gran empresa,3512.0,2018.0
"Madrid, Comunidad de","CANON ESPAÑA, S.A.U.",6629.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,1529.0,Gran empresa,3513.0,2019.0
"Madrid, Comunidad de","CANON ESPAÑA, S.A.U.",5763.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,1080.0,Gran empresa,3514.0,2020.0
Andalucía,"LUXEAPERS, S.L.U.",203.0,C. Industria manufacturera,983.0,Mediana,3515.0,2017.0
Andalucía,"LUXEAPERS, S.L.U.",198.0,C. Industria manufacturera,1060.0,Mediana,3516.0,2018.0
Andalucía,"LUXEAPERS, S.L.U.",203.0,C. Industria manufacturera,1020.0,Mediana,3517.0,2019.0
País Vasco,"BAHÍA DE BIZKAIA GAS, S.L.",9558.0,H. Transporte y almacenamiento,15235048.0,Gran empresa,3518.0,2020.0
Aragón,"GRUPO JORGE, S.L.",8290.0,"A. Agricultura, ganadería, silvicultura y pesca",105404.0,Gran empresa,3519.0,2020.0
Castilla y León,"OMAWA HUELLA ECOLÓGICA, S.L.",22.0,"M. Actividades profesionales, científicas y técnicas",11.0,Pequeña,3520.0,2019.0
"Madrid, Comunidad de","ECOLOGICAL WORLD FOR LIFE ESPAÑA, S.L.",2.0,"M. Actividades profesionales, científicas y técnicas",3.0,Micro,3521.0,2020.0
Andalucía,"TEKNOSERVICE, S.L.",70.0,C. Industria manufacturera,62.0,Mediana,3522.0,2020.0
Castilla - La Mancha,"LABORATORIOS SERVIER, S.L.",5709.0,C. Industria manufacturera,13338.0,Gran empresa,3523.0,2020.0
"Balears, Illes","ISLA CENTINELA, S.L.",114.0,S. Otros servicios,58.0,Mediana,3524.0,2020.0
"Asturias, Principado de",ENCOSA,39.0,H. Transporte y almacenamiento,1679.0,Pequeña,3525.0,2020.0
Cataluña,"SOLER i SAURET, S.A.",162.0,H. Transporte y almacenamiento,5535.0,Mediana,3526.0,2019.0
Andalucía,"GARCIDEN, S.L.",5943.0,H. Transporte y almacenamiento,20184.0,Gran empresa,3527.0,2019.0
"Madrid, Comunidad de","API MOVILIDAD, S.A.",4377.0,F. Construcción,4881.0,Gran empresa,3528.0,2020.0
"Murcia, Región de","ECOCIVIL ELECTROMUR, G.E.S.L.",844.0,F. Construcción,143.0,Gran empresa,3529.0,2020.0
"Balears, Illes","VIABAL MANTENIMENT I CONSERVACIÓ, S.A.",992.0,F. Construcción,343.0,Gran empresa,3530.0,2020.0
"Madrid, Comunidad de","IMES API, S.A.",3508.0,F. Construcción,2094.0,Gran empresa,3531.0,2020.0
Comunitat Valenciana,"4 PLUS INGENIEROS Y ARQUITECTOS, S.L.",30.0,"M. Actividades profesionales, científicas y técnicas",21.0,Pequeña,3532.0,2020.0
"Balears, Illes","QUESERÍA MENORQUINA, S.L.",195.0,"A. Agricultura, ganadería, silvicultura y pesca",1085.0,Mediana,3533.0,2020.0
"Asturias, Principado de",GRUPO LACERA,1460.0,N. Actividades administrativas y servicios auxiliares,554.0,Gran empresa,3534.0,2020.0
"Madrid, Comunidad de","INSTITUTO DE DESARROLLO ASEGURADOR, S.L.",12.0,K. Actividades financieras y de seguros,2.0,Pequeña,3535.0,2020.0
"Balears, Illes","BEAUTY LUXE DISTRIBUTIONS, S.L.U.",63.0,S. Otros servicios,1.0,Mediana,3536.0,2020.0
Andalucía,"DIVERGENT ENERGY, S.L.",9.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,214.0,Micro,3537.0,2020.0
Castilla y León,"NORSOL ELÉCTRICA, S.L.",9.0,"M. Actividades profesionales, científicas y técnicas",105.0,Micro,3538.0,2020.0
"Madrid, Comunidad de","FCC CONSTRUCCIÓN, S.A.",8464.0,F. Construcción,320024.0,Gran empresa,3539.0,2020.0
"Madrid, Comunidad de","PROMOCIONES, EDIFICIOS Y CONTRATAS, S.A.",15.0,F. Construcción,28.0,Pequeña,3540.0,2020.0
Castilla y León,"COOPERATIVA AVICOLA Y GANADERA DE SALAMANCA, SOC. COOP. (COPASA)",197.0,C. Industria manufacturera,1616.0,Mediana,3541.0,2020.0
Andalucía,"MICROINF, S.L.",13.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,4.0,Pequeña,3542.0,2020.0
Cantabria,"PLÁSTICOS ESPAÑOLES, S.A.",2673.0,C. Industria manufacturera,1240.0,Gran empresa,3543.0,2020.0
Comunitat Valenciana,"DOALCO, S.A.",36.0,F. Construcción,126.0,Pequeña,3544.0,2019.0
Castilla - La Mancha,BODEGA MONT REAGA,2.0,C. Industria manufacturera,23.0,Micro,3545.0,2020.0
"Madrid, Comunidad de","AMBIALIA, S.L.",5.0,"M. Actividades profesionales, científicas y técnicas",5.0,Micro,3546.0,2019.0
"Madrid, Comunidad de","AMBIALIA, S.L.",2.0,"M. Actividades profesionales, científicas y técnicas",3.0,Micro,3547.0,2020.0
Andalucía,"SOTRAFA, S.A.",1684.0,C. Industria manufacturera,562.0,Gran empresa,3548.0,2020.0
Andalucía,"REYENVÁS, S.A.",2765.0,C. Industria manufacturera,1263.0,Gran empresa,3549.0,2020.0
Comunitat Valenciana,"RAFIA INDUSTRIAL, S.A.",482.0,C. Industria manufacturera,153.0,Gran empresa,3550.0,2020.0
Andalucía,"MEDINA CALIFAL BAÑOS ÁRABES, S.L.",44.0,S. Otros servicios,120.0,Pequeña,3551.0,2019.0
Andalucía,"MEDINA NAZARÍ BAÑOS ÁRABES, S.L.",44.0,S. Otros servicios,176.0,Pequeña,3552.0,2019.0
Andalucía,"AL ÁNDALUS BAÑOS ÁRABES, S.L.",43.0,S. Otros servicios,225.0,Pequeña,3553.0,2019.0
"Madrid, Comunidad de","MEDINA MAYRIT BAÑOS ÁRABES, S.L.",45.0,S. Otros servicios,238.0,Pequeña,3554.0,2019.0
"Balears, Illes","HAMMAM PALMA, S.L.",38.0,S. Otros servicios,31.0,Pequeña,3555.0,2019.0
"Madrid, Comunidad de","OMEGA IGF INTERNACIONAL DE GESTIÓN FINANCIERA, S.L.",15.0,"M. Actividades profesionales, científicas y técnicas",6.0,Pequeña,3556.0,2020.0
Comunitat Valenciana,"HOTELES BENIDORM, S.L.",241.0,I. Hostelería,2438.0,Mediana,3557.0,2017.0
Comunitat Valenciana,"HOTELES BENIDORM, S.L.",219.0,I. Hostelería,1756.0,Mediana,3558.0,2018.0
Comunitat Valenciana,"HOTELES BENIDORM, S.L.",205.0,I. Hostelería,1182.0,Mediana,3559.0,2019.0
Comunitat Valenciana,"HOTELES BENIDORM, S.L.",105.0,I. Hostelería,294.0,Mediana,3560.0,2020.0
"Madrid, Comunidad de","CENTRAL DE CARNES PREMIUM, S.A.",507.0,C. Industria manufacturera,258.0,Gran empresa,3561.0,2020.0
Cataluña,"LABORATORIOS MONTPLET, S.L.",101.0,C. Industria manufacturera,114.0,Mediana,3562.0,2020.0
Cataluña,"EQUIPAMENTS SIA BIOSCA, S.L.",45.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,104.0,Pequeña,3563.0,2020.0
"Madrid, Comunidad de","SPECIALIST COMPUTER CENTRES,S.L.",135.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,122.0,Mediana,3564.0,2019.0
Cantabria,ASOCIACIÓN AMICA,68.0,Q. Actividades sanitarias y de servicios sociales,56.0,Mediana,3565.0,2020.0
Cantabria,"SAEMA EMPLEO, S.L.",57.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",61.0,Mediana,3566.0,2020.0
Castilla y León,"BURVENDING, S.L.",17.0,H. Transporte y almacenamiento,113.0,Pequeña,3567.0,2020.0
Castilla y León,"SORIAVENDING, S.L.",12.0,H. Transporte y almacenamiento,12.0,Pequeña,3568.0,2020.0
Castilla y León,"ÁREAS INTEGRALES DE VENDING, S.L.",16.0,H. Transporte y almacenamiento,138.0,Pequeña,3569.0,2020.0
Aragón,"COCEDERO DE MARISCOS, S.A.",199.0,C. Industria manufacturera,2195.0,Mediana,3570.0,2020.0
Comunitat Valenciana,"BANCOLOR BAUX, S.L.U.",229.0,C. Industria manufacturera,82516.0,Mediana,3571.0,2017.0
Comunitat Valenciana,"BANCOLOR BAUX, S.L.U.",245.0,C. Industria manufacturera,95356.0,Mediana,3572.0,2018.0
Comunitat Valenciana,"BANCOLOR BAUX, S.L.U.",238.0,C. Industria manufacturera,98806.0,Mediana,3573.0,2019.0
Comunitat Valenciana,"BANCOLOR BAUX, S.L.U.",236.0,C. Industria manufacturera,98152.0,Mediana,3574.0,2020.0
Castilla - La Mancha,"CONSTRUCCIONES GISMERO, S.A.U.",204.0,F. Construcción,710.0,Mediana,3575.0,2020.0
Andalucía,"GRUPO COSENTINO, S.L.",9816.0,C. Industria manufacturera,365588.0,Gran empresa,3576.0,2020.0
Andalucía,"INNOVATECNIC XXI, S.L.",8.0,"M. Actividades profesionales, científicas y técnicas",13.0,Micro,3577.0,2019.0
"Madrid, Comunidad de","INSTITUTO TÉCNICO DE INSTALACIONES Y CONSTRUCCIÓN, S.L.",1.0,"M. Actividades profesionales, científicas y técnicas",2.0,Micro,3578.0,2020.0
"Asturias, Principado de","ISASTUR, S.A.",61.0,"M. Actividades profesionales, científicas y técnicas",13.0,Mediana,3579.0,2020.0
"Asturias, Principado de","ISOTRÓN, S.A.U.",1804.0,F. Construcción,606.0,Gran empresa,3580.0,2020.0
"Asturias, Principado de","PROCINSA ENERGÍAS RENOVABLES, S.L.",22.0,"M. Actividades profesionales, científicas y técnicas",10.0,Pequeña,3581.0,2020.0
"Asturias, Principado de","ISASTUR INGENIERÍA, S.A.",109.0,"M. Actividades profesionales, científicas y técnicas",25.0,Mediana,3582.0,2020.0
Andalucía,"LIGHT ENVIRONMENT CONTROL, S.L.",18.0,C. Industria manufacturera,43.0,Pequeña,3583.0,2020.0
"Balears, Illes",MARINA PORT DE MALLORCA,39.0,"R. Actividades artísticas, recreativas y de entretenimiento",531.0,Pequeña,3584.0,2019.0
"Madrid, Comunidad de","NAVALSERVICE, S.L",65.0,S. Otros servicios,6.0,Mediana,3585.0,2020.0
"Murcia, Región de","QUÍMICA DEL ESTRONCIO, S.A.U.",240.0,C. Industria manufacturera,10479.0,Mediana,3586.0,2020.0
Comunitat Valenciana,"GIMECONS CONSTRUCCIONES Y CONTRATAS, S.L.",120.0,F. Construcción,161.0,Mediana,3587.0,2020.0
Andalucía,SENATOR HOTEL AND RESORT,6516.0,I. Hostelería,6408.0,Gran empresa,3588.0,2020.0
"Madrid, Comunidad de","TRANSPORTES MIXTOS ESPECIALES, S.A.",846.0,H. Transporte y almacenamiento,56.0,Gran empresa,3589.0,2020.0
Cataluña,"REYDE, S.A.",1478.0,C. Industria manufacturera,418.0,Gran empresa,3590.0,2020.0
"Murcia, Región de","SOLPLAST, S.A.",762.0,C. Industria manufacturera,354.0,Gran empresa,3591.0,2020.0
"Asturias, Principado de","SALTOS DEL NAVIA, C.B.",61.0,"D. Suministro de energía eléctrica, gas, vapor y aire acondicionado",2.0,Mediana,3592.0,2020.0
"Madrid, Comunidad de","MATERIAL CONTRA INCENDIOS, S.L. (MCI)",25.0,F. Construcción,38.0,Pequeña,3593.0,2020.0
País Vasco,"KALAMAZOO PRODUCTOS DE OFICINA, S.L.U.",1022.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,16.0,Gran empresa,3594.0,2019.0
Comunitat Valenciana,"TRANSITS MARITIMS, S.L.",13.0,H. Transporte y almacenamiento,2.0,Pequeña,3595.0,2017.0
Comunitat Valenciana,"TRANSITS MARITIMS, S.L.",11.0,H. Transporte y almacenamiento,1.0,Pequeña,3596.0,2018.0
Comunitat Valenciana,"TRANSITS MARITIMS, S.L.",12.0,H. Transporte y almacenamiento,2.0,Pequeña,3597.0,2019.0
Comunitat Valenciana,"TRANSITS MARITIMS, S.L.",12.0,H. Transporte y almacenamiento,1.0,Pequeña,3598.0,2020.0
"Murcia, Región de","ZIMA DESARROLLOS INTEGRALES, S.L.",14.0,F. Construcción,26.0,Pequeña,3599.0,2020.0
Cataluña,"JUEGOS KOMPAN, S.A.",82.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,49.0,Mediana,3600.0,2020.0
"Madrid, Comunidad de","LIVE MUSIC LAB, S.L.",24.0,"R. Actividades artísticas, recreativas y de entretenimiento",45.0,Pequeña,3601.0,2017.0
